text,user_name,user_created,user_followers,id_str,created,retweet_count,polarity,subjectivity
"lobortis risus. In mi pede, nonummy ut, molestie in, tempus eu, ligula.",Juliet,"PDT09000000 AMpSat, 19 Aug 2017 09:08:22 -0700 23 13:38:19 +0000 2009",172,1638112064599,"PDT11000000 AMpSat, 12 Aug 2017 11:07:43 -0700 23 13:38:19 +0000 2009",8,0.5254937836,0.4772621113
"a felis ullamcorper viverra. Maecenas iaculis aliquet diam. Sed diam lorem, auctor quis, tristique ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla. Integer urna. Vivamus molestie dapibus ligula. Aliquam",Beck,"PDT03000000 PMpFri, 20 Jul 2018 15:57:37 -0700 23 13:38:19 +0000 2009",154,1601012530299,"PST04000000 PMpSat, 21 Jan 2017 16:13:56 -0800 23 13:38:19 +0000 2009",41,0.4989546226,0.4474649501
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Proin vel arcu eu odio tristique pharetra. Quisque ac libero nec ligula consectetuer rhoncus. Nullam velit dui,",Karly,"PDT08000000 PMpTue, 02 Oct 2018 20:37:46 -0700 23 13:38:19 +0000 2009",45,1646042309699,"PDT04000000 AMpSat, 03 Sep 2016 04:00:40 -0700 23 13:38:19 +0000 2009",80,0.5179723959,0.598785826
non nisi. Aenean eget metus. In nec orci. Donec nibh. Quisque nonummy ipsum non arcu. Vivamus sit amet risus.,Vernon,"PDT05000000 AMpFri, 16 Mar 2018 05:03:02 -0700 23 13:38:19 +0000 2009",180,1602020312899,"PDT10000000 PMpMon, 12 Jun 2017 22:41:45 -0700 23 13:38:19 +0000 2009",111,0.4934660793,0.5217611212
"mi, ac mattis velit justo nec ante. Maecenas mi",Curran,"PDT06000000 AMpSun, 19 Aug 2018 06:51:32 -0700 23 13:38:19 +0000 2009",209,1660091476699,"PST02000000 PMpFri, 23 Dec 2016 14:37:03 -0800 23 13:38:19 +0000 2009",85,0.4844965487,0.5016426699
"lectus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec",Anika,"PDT04000000 AMpSun, 06 Aug 2017 04:02:38 -0700 23 13:38:19 +0000 2009",167,1622011978899,"PDT06000000 AMpTue, 02 Oct 2018 06:19:54 -0700 23 13:38:19 +0000 2009",103,0.476308761,0.5408368146
risus. Duis a mi fringilla mi lacinia mattis. Integer eu lacus.,Francesca,"PST10000000 PMpTue, 27 Feb 2018 22:29:40 -0800 23 13:38:19 +0000 2009",291,1639080371199,"PST07000000 PMpMon, 25 Dec 2017 19:34:52 -0800 23 13:38:19 +0000 2009",162,0.5069366691,0.5515011969
"diam at pretium aliquet, metus urna convallis erat, eget tincidunt dui augue eu tellus. Phasellus elit pede, malesuada vel,",Ivor,"PST01000000 AMpMon, 18 Jan 2016 01:26:36 -0800 23 13:38:19 +0000 2009",40,1605080200399,"PST09000000 AMpSun, 05 Feb 2017 09:41:58 -0800 23 13:38:19 +0000 2009",163,0.5855792575,0.4053936251
"dolor, nonummy ac, feugiat non, lobortis quis, pede. Suspendisse dui. Fusce diam",Mannix,"PST11000000 PMpTue, 05 Dec 2017 23:31:37 -0800 23 13:38:19 +0000 2009",263,1674020352799,"PST04000000 AMpMon, 05 Mar 2018 04:38:10 -0800 23 13:38:19 +0000 2009",195,0.4739424702,0.5072961796
"lacinia. Sed congue, elit sed consequat auctor, nunc nulla vulputate dui, nec tempus",Gloria,"PDT10000000 AMpThu, 08 Jun 2017 10:13:22 -0700 23 13:38:19 +0000 2009",71,1672121304199,"PDT03000000 PMpMon, 07 May 2018 15:38:57 -0700 23 13:38:19 +0000 2009",85,0.4937555154,0.4763825715
"dui quis accumsan convallis, ante lectus convallis est, vitae sodales nisi",Driscoll,"PDT01000000 AMpTue, 20 Mar 2018 01:14:28 -0700 23 13:38:19 +0000 2009",75,1644070452099,"PST01000000 PMpMon, 05 Dec 2016 13:31:45 -0800 23 13:38:19 +0000 2009",137,0.4517205386,0.4908096861
"libero at auctor ullamcorper, nisl arcu iaculis enim, sit amet ornare",Otto,"PDT03000000 AMpMon, 07 Sep 2015 03:42:31 -0700 23 13:38:19 +0000 2009",60,1635021775799,"PDT10000000 PMpMon, 30 Apr 2018 22:01:27 -0700 23 13:38:19 +0000 2009",96,0.5443377975,0.4967110886
"blandit congue. In scelerisque scelerisque dui. Suspendisse ac metus vitae velit egestas lacinia. Sed congue, elit sed consequat",Lara,"PST09000000 PMpTue, 20 Dec 2016 21:25:43 -0800 23 13:38:19 +0000 2009",249,1650081926799,"PDT03000000 PMpTue, 26 Jun 2018 15:13:54 -0700 23 13:38:19 +0000 2009",193,0.4250430296,0.5571159586
et malesuada fames ac turpis egestas. Aliquam fringilla cursus purus. Nullam scelerisque neque sed,Drew,"PST02000000 AMpMon, 04 Dec 2017 02:03:45 -0800 23 13:38:19 +0000 2009",38,1697030857899,"PDT06000000 PMpTue, 18 Apr 2017 18:22:27 -0700 23 13:38:19 +0000 2009",90,0.4764362117,0.4291527259
"Duis a mi fringilla mi lacinia mattis. Integer eu lacus. Quisque imperdiet,",Rashad,"PDT04000000 PMpMon, 01 Oct 2018 16:50:28 -0700 23 13:38:19 +0000 2009",100,1605102542399,"PDT08000000 PMpThu, 22 Mar 2018 20:34:27 -0700 23 13:38:19 +0000 2009",20,0.453887538,0.4380008371
"diam nunc, ullamcorper eu, euismod ac, fermentum vel, mauris. Integer sem elit, pharetra ut, pharetra sed, hendrerit a, arcu. Sed et libero. Proin mi. Aliquam gravida mauris ut mi.",Rana,"PDT05000000 PMpSat, 24 Jun 2017 17:34:13 -0700 23 13:38:19 +0000 2009",160,1604080156499,"PST07000000 PMpTue, 29 Nov 2016 19:33:27 -0800 23 13:38:19 +0000 2009",1,0.5273562322,0.5247680213
"molestie orci tincidunt adipiscing. Mauris molestie pharetra nibh. Aliquam ornare,",Hedley,"PDT01000000 AMpWed, 03 Oct 2018 01:05:10 -0700 23 13:38:19 +0000 2009",212,1674100544399,"PDT07000000 AMpSat, 19 May 2018 07:40:31 -0700 23 13:38:19 +0000 2009",17,0.4463668315,0.516715284
nulla. Cras eu tellus eu augue porttitor interdum. Sed auctor odio a,Ori,"PST11000000 PMpThu, 16 Nov 2017 23:49:48 -0800 23 13:38:19 +0000 2009",288,1602031275699,"PST01000000 PMpWed, 17 Jan 2018 13:40:44 -0800 23 13:38:19 +0000 2009",103,0.480301342,0.5587092504
Cum sociis natoque penatibus et magnis dis parturient,Ashton,"PDT06000000 AMpSat, 29 Jul 2017 06:45:43 -0700 23 13:38:19 +0000 2009",52,1676011796299,"PDT02000000 AMpMon, 12 Jun 2017 02:16:32 -0700 23 13:38:19 +0000 2009",104,0.5683039326,0.521087981
"magna et ipsum cursus vestibulum. Mauris magna. Duis dignissim tempor arcu. Vestibulum ut eros non enim commodo hendrerit. Donec porttitor tellus non magna. Nam ligula elit, pretium",Ursa,"PST03000000 AMpSun, 22 Nov 2015 03:50:22 -0800 23 13:38:19 +0000 2009",244,1694122721299,"PDT10000000 AMpSat, 23 Jun 2018 10:29:32 -0700 23 13:38:19 +0000 2009",62,0.444645568,0.5434241766
"libero et tristique pellentesque, tellus sem mollis dui, in sodales elit erat vitae risus. Duis a mi fringilla mi lacinia mattis. Integer eu lacus. Quisque imperdiet, erat nonummy ultricies ornare,",Gloria,"PDT11000000 PMpThu, 15 Mar 2018 23:12:50 -0700 23 13:38:19 +0000 2009",84,1629070150099,"PDT07000000 AMpWed, 08 Aug 2018 07:42:59 -0700 23 13:38:19 +0000 2009",63,0.5947568352,0.428814636
"in aliquet lobortis, nisi nibh lacinia orci, consectetuer euismod est arcu ac orci. Ut semper pretium neque. Morbi quis urna. Nunc quis arcu vel quam dignissim pharetra. Nam ac",Whilemina,"PDT02000000 PMpTue, 28 Aug 2018 14:29:02 -0700 23 13:38:19 +0000 2009",260,1651042387699,"PDT02000000 AMpSun, 02 Jul 2017 02:35:46 -0700 23 13:38:19 +0000 2009",26,0.4918144181,0.5774439576
"Vivamus nibh dolor, nonummy ac, feugiat",Elaine,"PST09000000 AMpWed, 14 Dec 2016 09:21:52 -0800 23 13:38:19 +0000 2009",269,1619011959999,"PDT03000000 AMpMon, 25 Sep 2017 03:32:29 -0700 23 13:38:19 +0000 2009",99,0.5078339292,0.4330935269
"purus. Maecenas libero est, congue a, aliquet vel, vulputate eu, odio.",Vanna,"PDT04000000 AMpTue, 15 May 2018 04:42:11 -0700 23 13:38:19 +0000 2009",225,1631070925499,"PDT02000000 AMpMon, 29 May 2017 02:29:45 -0700 23 13:38:19 +0000 2009",43,0.5015155285,0.4760286608
eget odio. Aliquam vulputate ullamcorper magna. Sed eu eros. Nam consequat dolor vitae dolor. Donec fringilla. Donec feugiat metus sit amet ante. Vivamus non lorem,Seth,"PDT10000000 AMpMon, 24 Oct 2016 10:09:50 -0700 23 13:38:19 +0000 2009",22,1644042284499,"PDT11000000 PMpSat, 18 Mar 2017 23:17:25 -0700 23 13:38:19 +0000 2009",190,0.5734783875,0.5383159622
"ac sem ut dolor dapibus gravida. Aliquam tincidunt, nunc ac mattis ornare, lectus ante dictum mi, ac mattis velit",Steven,"PDT08000000 PMpTue, 11 Oct 2016 20:33:05 -0700 23 13:38:19 +0000 2009",159,1698100400299,"PST10000000 AMpThu, 08 Mar 2018 10:25:14 -0800 23 13:38:19 +0000 2009",69,0.4455558346,0.4975472389
